Gap,Tone,tGap,Key,RT,source_file
340,2,340,C,3074,richard 1.3.csv
270,2,270,C,671,richard 1.3.csv
400,1,400,M,472,richard 1.3.csv
440,2,440,C,509,richard 1.3.csv
80,1,80,M,482,richard 1.3.csv
210,1,210,M,592,richard 1.3.csv
70,1,70,M,458,richard 1.3.csv
120,2,120,C,529,richard 1.3.csv
420,1,420,M,475,richard 1.3.csv
480,1,480,M,512,richard 1.3.csv
500,2,500,C,480,richard 1.3.csv
420,2,420,C,633,richard 1.3.csv
340,1,340,M,498,richard 1.3.csv
240,2,240,C,469,richard 1.3.csv
290,2,290,C,453,richard 1.3.csv
450,1,450,M,453,richard 1.3.csv
140,1,140,M,555,richard 1.3.csv
390,1,390,M,1,richard 1.3.csv
250,1,250,M,515,richard 1.3.csv
200,1,200,M,520,richard 1.3.csv
460,1,460,M,455,richard 1.3.csv
490,2,490,C,706,richard 1.3.csv
280,1,280,M,519,richard 1.3.csv
470,1,470,M,3,richard 1.3.csv
120,1,120,M,621,richard 1.3.csv
260,1,260,M,506,richard 1.3.csv
170,1,170,M,490,richard 1.3.csv
390,2,390,C,498,richard 1.3.csv
50,2,50,C,584,richard 1.3.csv
280,2,280,C,701,richard 1.3.csv
320,2,320,C,472,richard 1.3.csv
440,1,440,M,662,richard 1.3.csv
160,2,160,C,619,richard 1.3.csv
220,1,220,M,530,richard 1.3.csv
200,2,200,C,479,richard 1.3.csv
60,1,60,M,538,richard 1.3.csv
300,2,300,C,429,richard 1.3.csv
330,2,330,C,493,richard 1.3.csv
290,1,290,M,419,richard 1.3.csv
160,1,160,M,474,richard 1.3.csv
190,1,190,M,441,richard 1.3.csv
180,1,180,M,450,richard 1.3.csv
230,2,230,C,561,richard 1.3.csv
90,1,90,M,506,richard 1.3.csv
270,1,270,M,420,richard 1.3.csv
380,2,380,C,495,richard 1.3.csv
430,2,430,C,436,richard 1.3.csv
220,2,220,C,499,richard 1.3.csv
370,2,370,C,540,richard 1.3.csv
310,1,310,M,481,richard 1.3.csv
300,1,300,M,519,richard 1.3.csv
80,2,80,C,523,richard 1.3.csv
140,2,140,C,555,richard 1.3.csv
310,2,310,C,457,richard 1.3.csv
110,2,110,C,482,richard 1.3.csv
360,2,360,C,479,richard 1.3.csv
410,1,410,M,505,richard 1.3.csv
180,2,180,C,902,richard 1.3.csv
150,1,150,M,458,richard 1.3.csv
450,2,450,C,435,richard 1.3.csv
380,1,380,M,433,richard 1.3.csv
490,1,490,M,439,richard 1.3.csv
260,2,260,C,456,richard 1.3.csv
350,1,350,M,437,richard 1.3.csv
500,1,500,M,410,richard 1.3.csv
370,1,370,M,474,richard 1.3.csv
410,2,410,C,408,richard 1.3.csv
50,1,50,M,433,richard 1.3.csv
100,2,100,C,523,richard 1.3.csv
320,1,320,M,358,richard 1.3.csv
210,2,210,C,391,richard 1.3.csv
130,2,130,C,478,richard 1.3.csv
70,2,70,M,461,richard 1.3.csv
470,2,470,C,593,richard 1.3.csv
330,1,330,M,416,richard 1.3.csv
360,1,360,M,458,richard 1.3.csv
480,2,480,C,585,richard 1.3.csv
90,2,90,C,492,richard 1.3.csv
410,2,410,C,536,angelyn1.1.csv
140,2,140,C,730,angelyn1.1.csv
180,2,180,C,629,angelyn1.1.csv
400,1,400,M,451,angelyn1.1.csv
440,1,440,M,479,angelyn1.1.csv
80,1,80,M,555,angelyn1.1.csv
210,1,210,M,650,angelyn1.1.csv
360,2,360,C,447,angelyn1.1.csv
480,2,480,C,503,angelyn1.1.csv
70,1,70,M,413,angelyn1.1.csv
480,1,480,M,515,angelyn1.1.csv
140,1,140,M,439,angelyn1.1.csv
350,1,350,M,454,angelyn1.1.csv
130,2,130,C,443,angelyn1.1.csv
280,2,280,C,458,angelyn1.1.csv
70,2,70,C,468,angelyn1.1.csv
360,1,360,M,582,angelyn1.1.csv
470,2,470,C,426,angelyn1.1.csv
240,2,240,C,477,angelyn1.1.csv
120,1,120,M,405,angelyn1.1.csv
250,1,250,M,391,angelyn1.1.csv
370,2,370,C,447,angelyn1.1.csv
100,2,100,C,544,angelyn1.1.csv
410,1,410,M,515,angelyn1.1.csv
50,2,50,C,556,angelyn1.1.csv
370,1,370,M,396,angelyn1.1.csv
150,2,150,C,384,angelyn1.1.csv
280,1,280,M,377,angelyn1.1.csv
230,1,230,M,547,angelyn1.1.csv
380,1,380,M,496,angelyn1.1.csv
500,1,500,C,494,angelyn1.1.csv
200,2,200,C,421,angelyn1.1.csv
300,1,300,M,361,angelyn1.1.csv
460,2,460,C,420,angelyn1.1.csv
430,1,430,M,587,angelyn1.1.csv
220,2,220,C,494,angelyn1.1.csv
310,2,310,C,503,angelyn1.1.csv
220,1,220,M,357,angelyn1.1.csv
320,2,320,C,367,angelyn1.1.csv
420,1,420,M,426,angelyn1.1.csv
400,2,400,C,507,angelyn1.1.csv
80,2,80,C,532,angelyn1.1.csv
450,2,450,C,425,angelyn1.1.csv
320,1,320,M,296,angelyn1.1.csv
130,1,130,M,354,angelyn1.1.csv
230,2,230,C,476,angelyn1.1.csv
190,1,190,M,297,angelyn1.1.csv
60,2,60,C,440,angelyn1.1.csv
430,2,430,C,533,angelyn1.1.csv
250,2,250,C,414,angelyn1.1.csv
450,1,450,M,330,angelyn1.1.csv
160,2,160,C,435,angelyn1.1.csv
330,2,330,C,370,angelyn1.1.csv
60,1,60,M,470,angelyn1.1.csv
350,2,350,C,500,angelyn1.1.csv
190,2,190,C,405,angelyn1.1.csv
120,2,120,M,262,angelyn1.1.csv
170,1,170,M,397,angelyn1.1.csv
310,1,310,M,330,angelyn1.1.csv
500,2,500,C,314,angelyn1.1.csv
110,1,110,M,375,angelyn1.1.csv
380,2,380,C,434,angelyn1.1.csv
390,2,390,C,425,angelyn1.1.csv
270,2,270,M,246,angelyn1.1.csv
440,2,440,C,371,angelyn1.1.csv
210,2,210,C,413,angelyn1.1.csv
460,1,460,M,227,angelyn1.1.csv
50,1,50,M,442,angelyn1.1.csv
340,2,340,C,422,angelyn1.1.csv
260,2,260,C,337,angelyn1.1.csv
110,2,110,C,368,angelyn1.1.csv
420,2,420,C,343,angelyn1.1.csv
330,1,330,M,367,angelyn1.1.csv
390,1,390,M,344,angelyn1.1.csv
470,1,470,M,393,angelyn1.1.csv
270,1,270,M,318,angelyn1.1.csv
240,1,240,M,306,angelyn1.1.csv
180,1,180,M,329,angelyn1.1.csv
300,2,300,C,457,angelyn1.1.csv
490,1,490,M,309,angelyn1.1.csv
290,1,290,M,319,angelyn1.1.csv
490,2,490,C,480,angelyn1.1.csv
170,2,170,C,378,angelyn1.1.csv
200,1,200,M,502,angelyn1.1.csv
290,2,290,C,370,angelyn1.1.csv
340,1,340,M,361,angelyn1.1.csv
100,1,100,M,403,angelyn1.1.csv
150,1,150,M,419,angelyn1.1.csv
90,2,90,C,387,angelyn1.1.csv
90,1,90,M,380,angelyn1.1.csv
160,1,160,M,336,angelyn1.1.csv
260,1,260,M,354,angelyn1.1.csv
310,1,310,M,420,angelyn1.2.csv
110,1,110,M,521,angelyn1.2.csv
350,2,350,C,508,angelyn1.2.csv
220,1,220,M,429,angelyn1.2.csv
290,2,290,C,386,angelyn1.2.csv
130,1,130,M,298,angelyn1.2.csv
500,1,500,M,357,angelyn1.2.csv
480,1,480,M,355,angelyn1.2.csv
330,2,330,C,453,angelyn1.2.csv
410,1,410,M,350,angelyn1.2.csv
470,2,470,C,423,angelyn1.2.csv
480,2,480,C,393,angelyn1.2.csv
500,2,500,C,409,angelyn1.2.csv
210,1,210,M,384,angelyn1.2.csv
160,2,160,C,412,angelyn1.2.csv
90,1,90,C,391,angelyn1.2.csv
190,2,190,C,335,angelyn1.2.csv
370,2,370,C,404,angelyn1.2.csv
270,1,270,M,340,angelyn1.2.csv
430,1,430,M,298,angelyn1.2.csv
80,1,80,M,472,angelyn1.2.csv
310,2,310,C,400,angelyn1.2.csv
320,2,320,C,422,angelyn1.2.csv
260,1,260,M,373,angelyn1.2.csv
430,2,430,C,388,angelyn1.2.csv
200,1,200,M,352,angelyn1.2.csv
50,1,50,M,381,angelyn1.2.csv
170,1,170,M,455,angelyn1.2.csv
230,1,230,M,334,angelyn1.2.csv
250,1,250,M,364,angelyn1.2.csv
420,2,420,C,383,angelyn1.2.csv
330,1,330,M,360,angelyn1.2.csv
50,2,50,C,430,angelyn1.2.csv
220,2,220,C,412,angelyn1.2.csv
410,2,410,C,359,angelyn1.2.csv
280,2,280,C,397,angelyn1.2.csv
180,1,180,M,448,angelyn1.2.csv
340,2,340,C,421,angelyn1.2.csv
460,1,460,C,393,angelyn1.2.csv
150,1,150,M,452,angelyn1.2.csv
140,1,140,M,380,angelyn1.2.csv
420,1,420,M,361,angelyn1.2.csv
270,2,270,C,472,angelyn1.2.csv
400,2,400,C,377,angelyn1.2.csv
390,2,390,C,431,angelyn1.2.csv
90,2,90,C,432,angelyn1.2.csv
70,1,70,M,369,angelyn1.2.csv
450,2,450,C,388,angelyn1.2.csv
160,1,160,M,304,angelyn1.2.csv
360,1,360,M,400,angelyn1.2.csv
450,1,450,M,350,angelyn1.2.csv
490,1,490,M,342,angelyn1.2.csv
130,2,130,C,395,angelyn1.2.csv
170,2,170,C,329,angelyn1.2.csv
440,2,440,C,465,angelyn1.2.csv
390,1,390,M,287,angelyn1.2.csv
230,2,230,C,340,angelyn1.2.csv
490,2,490,C,351,angelyn1.2.csv
370,1,370,C,356,angelyn1.2.csv
240,1,240,M,426,angelyn1.2.csv
110,2,110,C,386,angelyn1.2.csv
300,1,300,M,363,angelyn1.2.csv
180,2,180,M,346,angelyn1.2.csv
440,1,440,M,525,angelyn1.2.csv
100,1,100,M,360,angelyn1.2.csv
210,2,210,C,456,angelyn1.2.csv
140,2,140,C,477,angelyn1.2.csv
320,1,320,M,398,angelyn1.2.csv
460,2,460,C,351,angelyn1.2.csv
470,1,470,M,399,angelyn1.2.csv
260,2,260,C,397,angelyn1.2.csv
380,1,380,M,299,angelyn1.2.csv
240,2,240,C,407,angelyn1.2.csv
350,1,350,M,347,angelyn1.2.csv
340,1,340,M,349,angelyn1.2.csv
100,2,100,C,421,angelyn1.2.csv
360,2,360,C,420,angelyn1.2.csv
290,1,290,M,370,angelyn1.2.csv
400,1,400,M,295,angelyn1.2.csv
60,2,60,C,402,angelyn1.2.csv
60,1,60,M,355,angelyn1.2.csv
280,1,280,M,365,angelyn1.2.csv
190,1,190,M,292,angelyn1.2.csv
150,2,150,M,277,angelyn1.2.csv
200,2,200,C,449,angelyn1.2.csv
120,2,120,C,493,angelyn1.2.csv
380,2,380,C,391,angelyn1.2.csv
250,2,250,C,418,angelyn1.2.csv
300,2,300,M,275,angelyn1.2.csv
70,2,70,C,410,angelyn1.2.csv
80,2,80,C,386,angelyn1.2.csv
120,1,120,C,366,angelyn1.2.csv
490,2,490,C,441,angelyn1.3.csv
280,1,280,C,389,angelyn1.3.csv
60,1,60,M,473,angelyn1.3.csv
140,1,140,M,330,angelyn1.3.csv
120,1,120,M,463,angelyn1.3.csv
290,1,290,M,372,angelyn1.3.csv
350,1,350,M,342,angelyn1.3.csv
230,1,230,M,332,angelyn1.3.csv
220,1,220,M,329,angelyn1.3.csv
400,1,400,M,346,angelyn1.3.csv
430,1,430,M,319,angelyn1.3.csv
320,1,320,M,315,angelyn1.3.csv
370,1,370,M,277,angelyn1.3.csv
110,2,110,C,428,angelyn1.3.csv
180,1,180,C,319,angelyn1.3.csv
70,1,70,M,344,angelyn1.3.csv
90,1,90,M,330,angelyn1.3.csv
400,2,400,M,319,angelyn1.3.csv
150,1,150,M,340,angelyn1.3.csv
60,2,60,C,461,angelyn1.3.csv
450,2,450,C,430,angelyn1.3.csv
70,2,70,C,491,angelyn1.3.csv
240,1,240,M,413,angelyn1.3.csv
500,1,500,M,339,angelyn1.3.csv
270,2,270,C,412,angelyn1.3.csv
210,1,210,M,326,angelyn1.3.csv
200,1,200,M,355,angelyn1.3.csv
430,2,430,C,479,angelyn1.3.csv
470,2,470,C,442,angelyn1.3.csv
200,2,200,C,388,angelyn1.3.csv
460,1,460,M,337,angelyn1.3.csv
110,1,110,M,395,angelyn1.3.csv
90,2,90,C,362,angelyn1.3.csv
410,2,410,C,388,angelyn1.3.csv
100,2,100,C,410,angelyn1.3.csv
260,2,260,C,363,angelyn1.3.csv
460,2,460,C,382,angelyn1.3.csv
490,1,490,M,461,angelyn1.3.csv
50,1,50,M,402,angelyn1.3.csv
170,2,170,C,432,angelyn1.3.csv
80,1,80,M,375,angelyn1.3.csv
420,1,420,M,327,angelyn1.3.csv
310,2,310,M,393,angelyn1.3.csv
170,1,170,M,406,angelyn1.3.csv
180,2,180,C,441,angelyn1.3.csv
300,2,300,C,525,angelyn1.3.csv
150,2,150,C,367,angelyn1.3.csv
410,1,410,M,600,angelyn1.3.csv
190,1,190,M,392,angelyn1.3.csv
130,2,130,C,422,angelyn1.3.csv
330,1,330,M,438,angelyn1.3.csv
50,2,50,C,413,angelyn1.3.csv
250,1,250,M,293,angelyn1.3.csv
380,2,380,C,485,angelyn1.3.csv
320,2,320,C,409,angelyn1.3.csv
260,1,260,M,303,angelyn1.3.csv
280,2,280,C,415,angelyn1.3.csv
480,1,480,M,313,angelyn1.3.csv
240,2,240,C,380,angelyn1.3.csv
330,2,330,C,390,angelyn1.3.csv
340,1,340,M,274,angelyn1.3.csv
160,1,160,M,536,angelyn1.3.csv
440,1,440,M,368,angelyn1.3.csv
390,1,390,C,484,angelyn1.3.csv
440,2,440,C,454,angelyn1.3.csv
100,1,100,M,327,angelyn1.3.csv
420,2,420,C,401,angelyn1.3.csv
130,1,130,M,344,angelyn1.3.csv
290,2,290,C,419,angelyn1.3.csv
270,1,270,M,263,angelyn1.3.csv
470,1,470,M,365,angelyn1.3.csv
380,1,380,M,380,angelyn1.3.csv
370,2,370,C,529,angelyn1.3.csv
140,2,140,M,369,angelyn1.3.csv
230,2,230,C,467,angelyn1.3.csv
360,1,360,M,406,angelyn1.3.csv
500,2,500,C,423,angelyn1.3.csv
390,2,390,C,402,angelyn1.3.csv
210,2,210,C,376,angelyn1.3.csv
80,2,80,C,358,angelyn1.3.csv
310,1,310,C,388,angelyn1.3.csv
160,2,160,C,420,angelyn1.3.csv
220,2,220,C,411,angelyn1.3.csv
120,2,120,C,385,angelyn1.3.csv
350,2,350,C,394,angelyn1.3.csv
360,2,360,C,416,angelyn1.3.csv
340,2,340,C,381,angelyn1.3.csv
480,2,480,C,347,angelyn1.3.csv
300,1,300,M,469,angelyn1.3.csv
250,2,250,C,433,angelyn1.3.csv
450,1,450,M,411,angelyn1.3.csv
190,2,190,C,414,angelyn1.3.csv
420,2,420,M,287,Lila1.3.csv
220,1,220,M,501,Lila1.3.csv
50,1,50,M,432,Lila1.3.csv
230,2,230,M,376,Lila1.3.csv
110,1,110,M,474,Lila1.3.csv
180,1,180,M,396,Lila1.3.csv
100,1,100,M,521,Lila1.3.csv
240,1,240,M,417,Lila1.3.csv
360,1,360,M,378,Lila1.3.csv
190,2,190,C,422,Lila1.3.csv
250,1,250,M,352,Lila1.3.csv
340,1,340,M,351,Lila1.3.csv
370,1,370,M,406,Lila1.3.csv
370,2,370,C,436,Lila1.3.csv
50,2,50,C,476,Lila1.3.csv
400,1,400,M,422,Lila1.3.csv
90,1,90,M,362,Lila1.3.csv
250,2,250,C,399,Lila1.3.csv
380,1,380,M,389,Lila1.3.csv
300,1,300,M,374,Lila1.3.csv
320,1,320,M,310,Lila1.3.csv
100,2,100,M,340,Lila1.3.csv
420,1,420,C,409,Lila1.3.csv
170,1,170,M,480,Lila1.3.csv
430,2,430,C,419,Lila1.3.csv
410,1,410,M,357,Lila1.3.csv
330,1,330,M,332,Lila1.3.csv
180,2,180,C,567,Lila1.3.csv
470,1,470,M,548,Lila1.3.csv
390,2,390,C,478,Lila1.3.csv
240,2,240,C,517,Lila1.3.csv
440,2,440,C,416,Lila1.3.csv
400,2,400,C,387,Lila1.3.csv
220,2,220,C,456,Lila1.3.csv
460,2,460,C,601,Lila1.3.csv
480,1,480,M,414,Lila1.3.csv
450,2,450,C,461,Lila1.3.csv
120,2,120,C,410,Lila1.3.csv
470,2,470,C,336,Lila1.3.csv
480,2,480,C,426,Lila1.3.csv
210,2,210,C,438,Lila1.3.csv
260,2,260,C,879,Lila1.3.csv
260,1,260,M,383,Lila1.3.csv
110,2,110,C,402,Lila1.3.csv
490,2,490,M,363,Lila1.3.csv
130,1,130,M,373,Lila1.3.csv
120,1,120,M,503,Lila1.3.csv
440,1,440,M,371,Lila1.3.csv
70,2,70,C,393,Lila1.3.csv
450,1,450,M,305,Lila1.3.csv
270,2,270,M,328,Lila1.3.csv
290,2,290,C,432,Lila1.3.csv
300,2,300,C,320,Lila1.3.csv
190,1,190,M,397,Lila1.3.csv
140,1,140,M,408,Lila1.3.csv
350,1,350,M,342,Lila1.3.csv
200,1,200,M,391,Lila1.3.csv
90,2,90,M,360,Lila1.3.csv
170,2,170,C,730,Lila1.3.csv
410,2,410,C,471,Lila1.3.csv
490,1,490,M,427,Lila1.3.csv
230,1,230,M,315,Lila1.3.csv
290,1,290,M,374,Lila1.3.csv
80,2,80,C,394,Lila1.3.csv
80,1,80,C,373,Lila1.3.csv
350,2,350,C,380,Lila1.3.csv
60,2,60,C,461,Lila1.3.csv
320,2,320,C,385,Lila1.3.csv
460,1,460,M,475,Lila1.3.csv
330,2,330,M,381,Lila1.3.csv
280,1,280,M,397,Lila1.3.csv
340,2,340,C,496,Lila1.3.csv
160,2,160,C,508,Lila1.3.csv
270,1,270,M,384,Lila1.3.csv
310,1,310,M,428,Lila1.3.csv
130,2,130,M,406,Lila1.3.csv
360,2,360,C,359,Lila1.3.csv
150,2,150,C,444,Lila1.3.csv
390,1,390,M,424,Lila1.3.csv
140,2,140,C,431,Lila1.3.csv
210,1,210,M,421,Lila1.3.csv
200,2,200,C,479,Lila1.3.csv
150,1,150,M,510,Lila1.3.csv
500,2,500,C,442,Lila1.3.csv
60,1,60,M,623,Lila1.3.csv
380,2,380,C,703,Lila1.3.csv
70,1,70,M,550,Lila1.3.csv
280,2,280,C,1111,Lila1.3.csv
160,1,160,M,456,Lila1.3.csv
430,1,430,M,428,Lila1.3.csv
310,2,310,C,457,Lila1.3.csv
500,1,500,M,209,Lila1.3.csv
430,1,430,M,432,Lila1.2.csv
380,1,380,M,348,Lila1.2.csv
240,1,240,M,367,Lila1.2.csv
500,1,500,M,412,Lila1.2.csv
400,2,400,C,474,Lila1.2.csv
220,1,220,M,435,Lila1.2.csv
90,1,90,M,365,Lila1.2.csv
250,1,250,M,351,Lila1.2.csv
240,2,240,C,421,Lila1.2.csv
430,2,430,C,486,Lila1.2.csv
410,1,410,M,435,Lila1.2.csv
120,1,120,M,365,Lila1.2.csv
230,2,230,M,310,Lila1.2.csv
500,2,500,C,428,Lila1.2.csv
360,1,360,M,414,Lila1.2.csv
190,1,190,C,464,Lila1.2.csv
350,1,350,M,493,Lila1.2.csv
80,2,80,C,483,Lila1.2.csv
260,1,260,C,343,Lila1.2.csv
270,1,270,M,571,Lila1.2.csv
390,1,390,M,358,Lila1.2.csv
470,2,470,C,463,Lila1.2.csv
280,1,280,M,434,Lila1.2.csv
310,1,310,M,356,Lila1.2.csv
300,2,300,M,355,Lila1.2.csv
130,1,130,M,394,Lila1.2.csv
410,2,410,C,429,Lila1.2.csv
220,2,220,M,383,Lila1.2.csv
460,1,460,M,404,Lila1.2.csv
490,1,490,C,3,Lila1.2.csv
60,2,60,C,477,Lila1.2.csv
180,1,180,M,486,Lila1.2.csv
210,2,210,C,401,Lila1.2.csv
260,2,260,C,361,Lila1.2.csv
340,2,340,C,479,Lila1.2.csv
120,2,120,C,390,Lila1.2.csv
150,2,150,C,548,Lila1.2.csv
440,1,440,M,448,Lila1.2.csv
450,2,450,C,489,Lila1.2.csv
70,1,70,M,520,Lila1.2.csv
80,1,80,M,616,Lila1.2.csv
110,2,110,C,433,Lila1.2.csv
140,2,140,C,363,Lila1.2.csv
420,2,420,C,553,Lila1.2.csv
50,2,50,C,482,Lila1.2.csv
160,2,160,C,317,Lila1.2.csv
370,2,370,C,390,Lila1.2.csv
100,2,100,C,377,Lila1.2.csv
200,1,200,M,568,Lila1.2.csv
380,2,380,M,331,Lila1.2.csv
330,1,330,M,528,Lila1.2.csv
300,1,300,M,375,Lila1.2.csv
350,2,350,C,427,Lila1.2.csv
170,1,170,M,423,Lila1.2.csv
150,1,150,M,501,Lila1.2.csv
160,1,160,M,374,Lila1.2.csv
90,2,90,C,449,Lila1.2.csv
400,1,400,M,479,Lila1.2.csv
270,2,270,C,577,Lila1.2.csv
210,1,210,M,387,Lila1.2.csv
290,1,290,M,449,Lila1.2.csv
420,1,420,M,350,Lila1.2.csv
320,1,320,M,347,Lila1.2.csv
480,2,480,C,415,Lila1.2.csv
480,1,480,M,476,Lila1.2.csv
440,2,440,C,413,Lila1.2.csv
390,2,390,C,459,Lila1.2.csv
200,2,200,C,417,Lila1.2.csv
230,1,230,M,416,Lila1.2.csv
360,2,360,M,371,Lila1.2.csv
170,2,170,C,555,Lila1.2.csv
180,2,180,C,435,Lila1.2.csv
70,2,70,C,384,Lila1.2.csv
250,2,250,C,401,Lila1.2.csv
60,1,60,M,384,Lila1.2.csv
460,2,460,M,366,Lila1.2.csv
140,1,140,C,343,Lila1.2.csv
320,2,320,C,478,Lila1.2.csv
280,2,280,C,413,Lila1.2.csv
130,2,130,C,439,Lila1.2.csv
100,1,100,M,414,Lila1.2.csv
450,1,450,M,383,Lila1.2.csv
370,1,370,M,389,Lila1.2.csv
190,2,190,M,323,Lila1.2.csv
110,1,110,M,525,Lila1.2.csv
490,2,490,C,467,Lila1.2.csv
470,1,470,M,435,Lila1.2.csv
310,2,310,C,578,Lila1.2.csv
330,2,330,C,524,Lila1.2.csv
290,2,290,C,426,Lila1.2.csv
340,1,340,M,408,Lila1.2.csv
50,1,50,M,342,Lila1.2.csv
160,2,160,C,409,Lila1.1.csv
490,2,490,C,1458,Lila1.1.csv
390,2,390,C,495,Lila1.1.csv
480,1,480,M,479,Lila1.1.csv
310,1,310,M,1043,Lila1.1.csv
60,2,60,C,552,Lila1.1.csv
70,2,70,C,508,Lila1.1.csv
490,1,490,M,459,Lila1.1.csv
370,2,370,C,654,Lila1.1.csv
90,2,90,C,537,Lila1.1.csv
220,1,220,M,464,Lila1.1.csv
450,2,450,C,582,Lila1.1.csv
60,1,60,M,556,Lila1.1.csv
420,2,420,C,437,Lila1.1.csv
290,1,290,M,387,Lila1.1.csv
470,2,470,C,534,Lila1.1.csv
280,2,280,C,629,Lila1.1.csv
260,2,260,C,458,Lila1.1.csv
480,2,480,C,522,Lila1.1.csv
220,2,220,C,653,Lila1.1.csv
280,1,280,M,431,Lila1.1.csv
320,2,320,C,485,Lila1.1.csv
80,2,80,C,472,Lila1.1.csv
190,1,190,M,584,Lila1.1.csv
210,1,210,M,667,Lila1.1.csv
200,1,200,M,684,Lila1.1.csv
170,2,170,C,489,Lila1.1.csv
130,1,130,M,487,Lila1.1.csv
230,1,230,M,610,Lila1.1.csv
140,2,140,C,490,Lila1.1.csv
80,1,80,M,433,Lila1.1.csv
170,1,170,M,411,Lila1.1.csv
140,1,140,M,375,Lila1.1.csv
130,2,130,C,369,Lila1.1.csv
420,1,420,C,367,Lila1.1.csv
300,2,300,M,510,Lila1.1.csv
310,2,310,C,443,Lila1.1.csv
340,1,340,M,390,Lila1.1.csv
320,1,320,M,517,Lila1.1.csv
450,1,450,M,382,Lila1.1.csv
240,1,240,M,358,Lila1.1.csv
270,2,270,C,611,Lila1.1.csv
350,1,350,M,525,Lila1.1.csv
340,2,340,C,635,Lila1.1.csv
460,2,460,C,487,Lila1.1.csv
110,1,110,M,456,Lila1.1.csv
200,2,200,C,389,Lila1.1.csv
100,1,100,M,361,Lila1.1.csv
120,2,120,M,368,Lila1.1.csv
250,1,250,M,399,Lila1.1.csv
240,2,240,C,663,Lila1.1.csv
50,1,50,M,440,Lila1.1.csv
210,2,210,C,422,Lila1.1.csv
430,2,430,C,429,Lila1.1.csv
330,1,330,M,526,Lila1.1.csv
470,1,470,M,596,Lila1.1.csv
440,2,440,C,440,Lila1.1.csv
500,1,500,M,478,Lila1.1.csv
70,1,70,M,502,Lila1.1.csv
440,1,440,M,352,Lila1.1.csv
120,1,120,M,360,Lila1.1.csv
90,1,90,M,407,Lila1.1.csv
460,1,460,M,463,Lila1.1.csv
300,1,300,M,432,Lila1.1.csv
230,2,230,M,406,Lila1.1.csv
180,2,180,C,345,Lila1.1.csv
250,2,250,C,500,Lila1.1.csv
370,1,370,M,536,Lila1.1.csv
290,2,290,C,480,Lila1.1.csv
430,1,430,M,1046,Lila1.1.csv
150,2,150,C,550,Lila1.1.csv
330,2,330,C,344,Lila1.1.csv
360,1,360,M,869,Lila1.1.csv
190,2,190,C,477,Lila1.1.csv
410,2,410,C,418,Lila1.1.csv
400,1,400,M,456,Lila1.1.csv
500,2,500,C,498,Lila1.1.csv
270,1,270,M,534,Lila1.1.csv
50,2,50,C,520,Lila1.1.csv
100,2,100,C,522,Lila1.1.csv
390,1,390,M,420,Lila1.1.csv
110,2,110,C,466,Lila1.1.csv
160,1,160,M,414,Lila1.1.csv
180,1,180,M,673,Lila1.1.csv
380,2,380,C,556,Lila1.1.csv
380,1,380,M,533,Lila1.1.csv
260,1,260,M,416,Lila1.1.csv
410,1,410,M,528,Lila1.1.csv
350,2,350,C,461,Lila1.1.csv
360,2,360,C,611,Lila1.1.csv
400,2,400,C,448,Lila1.1.csv
150,1,150,M,437,Lila1.1.csv
50,1,50,M,555,sree 1.1.csv
130,2,130,C,430,sree 1.1.csv
120,1,120,C,499,sree 1.1.csv
130,1,130,M,539,sree 1.1.csv
260,1,260,M,531,sree 1.1.csv
440,2,440,C,528,sree 1.1.csv
330,1,330,M,443,sree 1.1.csv
110,2,110,C,463,sree 1.1.csv
190,1,190,M,411,sree 1.1.csv
480,1,480,M,534,sree 1.1.csv
390,2,390,C,553,sree 1.1.csv
180,1,180,M,472,sree 1.1.csv
270,1,270,M,478,sree 1.1.csv
140,2,140,C,425,sree 1.1.csv
280,1,280,M,449,sree 1.1.csv
450,1,450,M,482,sree 1.1.csv
270,2,270,C,465,sree 1.1.csv
140,1,140,M,527,sree 1.1.csv
170,2,170,C,458,sree 1.1.csv
160,1,160,M,891,sree 1.1.csv
100,2,100,C,590,sree 1.1.csv
500,2,500,C,507,sree 1.1.csv
320,1,320,M,513,sree 1.1.csv
460,1,460,M,708,sree 1.1.csv
310,2,310,C,571,sree 1.1.csv
350,2,350,C,559,sree 1.1.csv
400,1,400,M,558,sree 1.1.csv
60,1,60,M,597,sree 1.1.csv
300,1,300,M,884,sree 1.1.csv
50,2,50,C,745,sree 1.1.csv
240,2,240,C,639,sree 1.1.csv
420,1,420,M,635,sree 1.1.csv
150,2,150,C,485,sree 1.1.csv
500,1,500,M,520,sree 1.1.csv
460,2,460,C,481,sree 1.1.csv
330,2,330,C,583,sree 1.1.csv
200,2,200,C,490,sree 1.1.csv
360,2,360,C,514,sree 1.1.csv
190,2,190,C,544,sree 1.1.csv
360,1,360,M,513,sree 1.1.csv
150,1,150,M,411,sree 1.1.csv
470,1,470,M,504,sree 1.1.csv
220,2,220,C,478,sree 1.1.csv
350,1,350,M,666,sree 1.1.csv
430,1,430,C,513,sree 1.1.csv
210,1,210,C,638,sree 1.1.csv
340,1,340,M,665,sree 1.1.csv
400,2,400,C,478,sree 1.1.csv
180,2,180,C,625,sree 1.1.csv
230,1,230,M,573,sree 1.1.csv
90,1,90,M,731,sree 1.1.csv
490,1,490,M,637,sree 1.1.csv
310,1,310,M,634,sree 1.1.csv
300,2,300,C,458,sree 1.1.csv
